Cód. Atividade|CNAE|Descrição da Atividade/Equipamento|TFLF 2020|TFLF 2021|TFLF 2022|TFLF 2023|TFLF 2024|TFLF 2025
452|C2814302|FABRICAÇÃO DE COMPRESSORES PARA USO NÃO-|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
181|C1031700|FABRICAÇÃO DE CONSERVAS DE FRUTAS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
183|C1032599|FABRICAÇÃO DE CONSERVAS DE LEGUMES E OUT|449,5|460,38|504,9448|547,4611|572,6991|596,9815
182|C1032501|FABRICAÇÃO DE CONSERVAS DE PALMITO|449,5|460,38|504,9448|547,4611|572,6991|596,9815
180|C1020102|FABRICAÇÃO DE CONSERVAS DE PEIXES, CRUST|449,5|460,38|504,9448|547,4611|572,6991|596,9815
328|C2063100|FABRICAÇÃO DE COSMÉTICOS, PRODUTOS DE PE|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
426|C2652300|FABRICAÇÃO DE CRONÔMETROS E RELÓGIOS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
324|C2051700|FABRICAÇÃO DE DEFENSIVOS AGRÍCOLAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
325|C2052500|FABRICAÇÃO DE DESINFESTANTES DOMISSANITÁ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
322|C2033900|FABRICAÇÃO DE ELASTÔMEROS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
445|C2790201|FABRICAÇÃO DE ELETRODOS, CONTATOS E OUTR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
286|C1732000|FABRICAÇÃO DE EMBALAGENS DE CARTOLINA E|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
350|C2222600|FABRICAÇÃO DE EMBALAGENS DE MATERIAL PLÁ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
285|C1731100|FABRICAÇÃO DE EMBALAGENS DE PAPEL|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
357|C2312500|FABRICAÇÃO DE EMBALAGENS DE VIDRO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
413|C2591800|FABRICAÇÃO DE EMBALAGENS METÁLICAS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
411|C2550101|FABRICAÇÃO DE EQUIPAMENTO BÉLICO PESADO,|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
420|C2621300|FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTIC|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
454|C2815102|FABRICAÇÃO DE EQUIPAMENTOS DE TRANSMISSÃ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
506|C3099700|FABRICAÇÃO DE EQUIPAMENTOS DE TRANSPORTE|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
531|C3292202|FABRICAÇÃO DE EQUIPAMENTOS E ACESSÓRIOS|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
428|C2670101|FABRICAÇÃO DE EQUIPAMENTOS E INSTRUMENTO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
449|C2812700|FABRICAÇÃO DE EQUIPAMENTOS HIDRÁULICOS E|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
466|C2832100|FABRICAÇÃO DE EQUIPAMENTOS PARA IRRIGAÇÃ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
446|C2790202|FABRICAÇÃO DE EQUIPAMENTOS PARA SINALIZA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
422|C2631100|FABRICAÇÃO DE EQUIPAMENTOS TRANSMISSORES|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
529|C3291400|FABRICAÇÃO DE ESCOVAS, PINCÉIS E VASSOUR|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
213|C1095300|FABRICAÇÃO DE ESPECIARIAS, MOLHOS, TEMPE|966,42|989,81|1085,6236|1177,0331|1231,2943|1283,5012
277|C1622602|FABRICAÇÃO DE ESQUADRIAS DE MADEIRA E DE|674,25|690,57|757,4172|821,1917|859,0486|895,4723
399|C2512800|FABRICAÇÃO DE ESQUADRIAS DE METAL|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
398|C2511000|FABRICAÇÃO DE ESTRUTURAS METÁLICAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
360|C2330301|FABRICAÇÃO DE ESTRUTURAS PRÉ-MOLDADAS DE|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
456|C2821602|FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
195|C1063500|FABRICAÇÃO DE FARINHA DE MANDIOCA E DERI|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
196|C1064300|FABRICAÇÃO DE FARINHA DE MILHO E DERIVAD|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
217|C1099603|FABRICAÇÃO DE FERMENTOS E LEVEDURAS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
410|C2543800|FABRICAÇÃO DE FERRAMENTAS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
323|C2040100|FABRICAÇÃO DE FIBRAS ARTIFICIAIS E SINTÉ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
235|C1220403|FABRICAÇÃO DE FILTROS PARA CIGARROS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
439|C2733300|FABRICAÇÃO DE FIOS, CABOS E CONDUTORES E|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
442|C2751100|FABRICAÇÃO DE FOGÕES, REFRIGERADORES E M|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
288|C1741901|FABRICAÇÃO DE FORMULÁRIOS CONTÍNUOS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
455|C2821601|FABRICAÇÃO DE FORNOS INDUSTRIAIS, APAREL|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
335|C2092403|FABRICAÇÃO DE FÓSFOROS DE SEGURANÇA|224,75|230,19|252,4724|273,7306|286,3495|298,4908
290|C1742701|FABRICAÇÃO DE FRALDAS DESCARTÁVEIS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
211|C1093702|FABRICAÇÃO DE FRUTAS CRISTALIZADAS, BALA|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
314|C2014200|FABRICAÇÃO DE GASES INDUSTRIAIS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
218|C1099604|FABRICAÇÃO DE GELO COMUM|224,75|230,19|252,4724|273,7306|286,3495|298,4908
431|C2710401|FABRICAÇÃO DE GERADORES DE CORRENTE CONT|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
532|C3299001|FABRICAÇÃO DE GUARDA-CHUVAS E SIMILARES|674,25|690,57|757,4172|821,1917|859,0486|895,4723
331|C2073800|FABRICAÇÃO DE IMPERMEABILIZANTES, SOLVEN|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
515|C3220500|FABRICAÇÃO DE INSTRUMENTOS MUSICAIS, PEÇ|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
521|C3250701|FABRICAÇÃO DE INSTRUMENTOS NÃO-ELETRÔNIC|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
312|C2012600|FABRICAÇÃO DE INTERMEDIÁRIOS PARA FERTIL|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
318|C2022300|FABRICAÇÃO DE INTERMEDIÁRIOS PARA PLASTI|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
517|C3240001|FABRICAÇÃO DE JOGOS ELETRÔNICOS|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
349|C2221800|FABRICAÇÃO DE LAMINADOS PLANOS E TUBULAR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
440|C2740601|FABRICAÇÃO DE LÂMPADAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
190|C1052000|FABRICAÇÃO DE LATICÍNIOS|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
534|C3299003|FABRICAÇÃO DE LETRAS, LETREIROS E PLACAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
240|C1314600|FABRICAÇÃO DE LINHAS PARA COSTURAR E BOR|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
499|C3031800|FABRICAÇÃO DE LOCOMOTIVAS, VAGÕES E OUTR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
441|C2740602|FABRICAÇÃO DE LUMINÁRIAS E OUTROS EQUIPA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
275|C1621800|FABRICAÇÃO DE MADEIRA LAMINADA E DE CHAP|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
225|C1113501|FABRICAÇÃO DE MALTE, INCLUSIVE MALTE UÍS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
463|C2829101|FABRICAÇÃO DE MÁQUINAS DE ESCREVER, CALC|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
459|C2823200|FABRICAÇÃO DE MÁQUINAS E APARELHOS DE RE|1123,46|1150,65|1262,0329|1368,2961|1431,3745|1492,0648
472|C2854200|FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
469|C2851800|FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
467|C2833000|FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
478|C2866600|FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
477|C2865800|FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
476|C2864000|FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
479|C2869100|FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
475|C2863100|FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
474|C2862300|FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
462|C2825900|FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
473|C2861500|FABRICAÇÃO DE MÁQUINAS PARA A INDÚSTRIA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
468|C2840200|FABRICAÇÃO DE MÁQUINAS-FERRAMENTA, PEÇAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
457|C2822401|FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E A|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
458|C2822402|FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E A|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
188|C1043100|FABRICAÇÃO DE MARGARINA E OUTRAS GORDURA|449,5|460,38|504,9448|547,4611|572,6991|596,9815
212|C1094500|FABRICAÇÃO DE MASSAS ALIMENTÍCIAS|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
525|C3250705|FABRICAÇÃO DE MATERIAIS PARA MEDICINA E|449,5|460,38|504,9448|547,4611|572,6991|596,9815
492|C2945000|FABRICAÇÃO DE MATERIAL ELÉTRICO E ELETRÔ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
438|C2732500|FABRICAÇÃO DE MATERIAL ELÉTRICO PARA INS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
369|C2349401|FABRICAÇÃO DE MATERIAL SANITÁRIO DE CERÂ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
341|C2121101|FABRICAÇÃO DE MEDICAMENTOS ALOPÁTICOS PA|449,5|460,38|504,9448|547,4611|572,6991|596,9815
343|C2121103|FABRICAÇÃO DE MEDICAMENTOS FITOTERÁPICOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
342|C2121102|FABRICAÇÃO DE MEDICAMENTOS HOMEOPÁTICOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
344|C2122000|FABRICAÇÃO DE MEDICAMENTOS PARA USO VETE|449,5|460,38|504,9448|547,4611|572,6991|596,9815
262|C1421500|FABRICAÇÃO DE MEIAS|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
519|C3240003|FABRICAÇÃO DE MESAS DE BILHAR, DE SINUCA|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
518|C3240002|FABRICAÇÃO DE MESAS DE BILHAR, DE SINUCA|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
430|C2680900|FABRICAÇÃO DE MÍDIAS VIRGENS, MAGNÉTICAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
522|C3250702|FABRICAÇÃO DE MOBILIÁRIO PARA USO MÉDICO|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
504|C3091100|FABRICAÇÃO DE MOTOCICLETAS, PEÇAS E ACES|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
448|C2811900|FABRICAÇÃO DE MOTORES E TURBINAS, PEÇAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
433|C2710403|FABRICAÇÃO DE MOTORES ELÉTRICOS, PEÇAS E|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
482|C2910703|FABRICAÇÃO DE MOTORES PARA AUTOMÓVEIS, C|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
484|C2920402|FABRICAÇÃO DE MOTORES PARA CAMINHÕES E Ô|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
507|C3101200|FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA D|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
508|C3102100|FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA D|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
509|C3103900|FABRICAÇÃO DE MÓVEIS DE OUTROS MATERIAIS|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
400|C2513600|FABRICAÇÃO DE OBRAS DE CALDEIRARIA PESAD|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
198|C1065102|FABRICAÇÃO DE ÓLEO DE MILHO EM BRUTO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
199|C1065103|FABRICAÇÃO DE ÓLEO DE MILHO REFINADO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
186|C1041400|FABRICAÇÃO DE ÓLEOS VEGETAIS EM BRUTO, E|449,5|460,38|504,9448|547,4611|572,6991|596,9815
187|C1042200|FABRICAÇÃO DE ÓLEOS VEGETAIS REFINADOS,|449,5|460,38|504,9448|547,4611|572,6991|596,9815
223|C1111902|FABRICAÇÃO DE OUTRAS AGUARDENTES E BEBID|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
231|C1122499|FABRICAÇÃO DE OUTRAS BEBIDAS NÃO-ALCOÓLI|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
470|C2852600|FABRICAÇÃO DE OUTRAS MÁQUINAS E EQUIPAME|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
464|C2829199|FABRICAÇÃO DE OUTRAS MÁQUINAS E EQUIPAME|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
494|C2949299|FABRICAÇÃO DE OUTRAS PEÇAS E ACESSÓRIOS|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
444|C2759799|FABRICAÇÃO DE OUTROS APARELHOS ELETRODOM|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
365|C2330399|FABRICAÇÃO DE OUTROS ARTEFATOS E PRODUTO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
278|C1622699|FABRICAÇÃO DE OUTROS ARTIGOS DE CARPINTA|449,5|460,38|504,9448|547,4611|572,6991|596,9815
520|C3240099|FABRICAÇÃO DE OUTROS BRINQUEDOS E JOGOS|899|920,76|1009,8896|1094,9223|1145,3982|1193,9631
447|C2790299|FABRICAÇÃO DE OUTROS EQUIPAMENTOS E APAR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
221|C1099699|FABRICAÇÃO DE OUTROS PRODUTOS ALIMENTÍCI|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1322|C1099699|FABRICAçãO DE OUTROS PRODUTOS ALIMENTíCIOS NãO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
418|C2599399|FABRICAÇÃO DE OUTROS PRODUTOS DE METAL N|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
376|C2399199|FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAI|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
308|C1922599|FABRICAÇÃO DE OUTROS PRODUTOS DERIVADOS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
236|C1220499|FABRICAÇÃO DE OUTROS PRODUTOS DO FUMO, E|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
316|C2019399|FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS I|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
339|C2099199|FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS N|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
252|C1359600|FABRICAÇÃO DE OUTROS PRODUTOS TÊXTEIS NÃ|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
535|C3299004|FABRICAÇÃO DE PAINÉIS E LETREIROS LUMINO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
283|C1721400|FABRICAÇÃO DE PAPEL|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
272|C1540800|FABRICAÇÃO DE PARTES PARA CALÇADOS, DE Q|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
491|C2944100|FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA O|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
488|C2941700|FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA O|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
490|C2943300|FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA O|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
489|C2942500|FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA OS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
500|C3032600|FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA VE|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
421|C2622100|FABRICAÇÃO DE PERIFÉRICOS PARA EQUIPAMEN|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
434|C2721000|FABRICAÇÃO DE PILHAS, BATERIAS E ACUMULA|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
346|C2211100|FABRICAÇÃO DE PNEUMÁTICOS E DE CÂMARAS-D|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
333|C2092401|FABRICAÇÃO DE PÓLVORAS, EXPLOSIVOS E DET|224,75|230,19|252,4724|273,7306|286,3495|298,4908
216|C1099602|FABRICAÇÃO DE PÓS ALIMENTÍCIOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
345|C2123800|FABRICAÇÃO DE PREPARAÇÕES FARMACÊUTICAS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
207|C1082100|FABRICAÇÃO DE PRODUTOS À BASE DE CAFÉ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
370|C2349499|FABRICAÇÃO DE PRODUTOS CERÂMICOS NÃO-REF|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
366|C2341900|FABRICAÇÃO DE PRODUTOS CERÂMICOS REFRATÁ|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
177|C1013901|FABRICAÇÃO DE PRODUTOS DE CARNE|449,5|460,38|504,9448|547,4611|572,6991|596,9815
327|C2062200|FABRICAÇÃO DE PRODUTOS DE LIMPEZA E POLI|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
208|C1091100|FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1320|C1091101|FABRICAçãO DE PRODUTOS DE PANIFICAçãO INDUSTRIA|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
292|C1742799|FABRICAÇÃO DE PRODUTOS DE PAPEL PARA USO|674,25|690,57|757,4172|821,1917|859,0486|895,4723
289|C1741902|FABRICAÇÃO DE PRODUTOS DE PAPEL, CARTOLI|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
293|C1749400|FABRICAÇÃO DE PRODUTOS DE PASTAS CELULÓS|674,25|690,57|757,4172|821,1917|859,0486|895,4723
415|C2592602|FABRICAÇÃO DE PRODUTOS DE TREFILADOS DE|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
414|C2592601|FABRICAÇÃO DE PRODUTOS DE TREFILADOS DE|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
210|C1093701|FABRICAÇÃO DE PRODUTOS DERIVADOS DO CACA|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
537|C3299099|FABRICAÇÃO DE PRODUTOS DIVERSOS NÃO ESPE|674,25|690,57|757,4172|821,1917|859,0486|895,4723
193|C1061902|FABRICAÇÃO DE PRODUTOS DO ARROZ|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
305|C1921700|FABRICAÇÃO DE PRODUTOS DO REFINO DE PETR|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
340|C2110600|FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS|449,5|460,38|504,9448|547,4611|572,6991|596,9815
219|C1099605|FABRICAÇÃO DE PRODUTOS PARA INFUSÃO (CHÁ|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
317|C2021500|FABRICAÇÃO DE PRODUTOS PETROQUÍMICOS BÁS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
319|C2029100|FABRICAÇÃO DE PRODUTOS QUÍMICOS ORGÂNICO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
230|C1122403|FABRICAÇÃO DE REFRESCOS, XAROPES E PÓS P|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
228|C1122401|FABRICAÇÃO DE REFRIGERANTES|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
321|C2032100|FABRICAÇÃO DE RESINAS TERMOFIXAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
320|C2031200|FABRICAÇÃO DE RESINAS TERMOPLÁSTICAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
453|C2815101|FABRICAÇÃO DE ROLAMENTOS PARA FINS INDUS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
530|C3292201|FABRICAÇÃO DE ROUPAS DE PROTEÇÃO E SEGUR|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
326|C2061400|FABRICAÇÃO DE SABÕES E DETERGENTES SINTÉ|449,5|460,38|504,9448|547,4611|572,6991|596,9815
191|C1053800|FABRICAÇÃO DE SORVETES E OUTROS GELADOS|269,71|276,24|302,98|328,491|343,6344|358,2045
184|C1033301|FABRICAÇÃO DE SUCOS CONCENTRADOS DE FRUT|449,5|460,38|504,9448|547,4611|572,6991|596,9815
185|C1033302|FABRICAÇÃO DE SUCOS DE FRUTAS, HORTALIÇA|449,5|460,38|504,9448|547,4611|572,6991|596,9815
401|C2521700|FABRICAÇÃO DE TANQUES, RESERVATÓRIOS MET|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
244|C1330800|FABRICAÇÃO DE TECIDOS DE MALHA|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
251|C1354500|FABRICAÇÃO DE TECIDOS ESPECIAIS, INCLUSI|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
269|C1532700|FABRICAÇÃO DE TÊNIS DE QUALQUER MATERIAL|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
330|C2072000|FABRICAÇÃO DE TINTAS DE IMPRESSÃO|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
329|C2071100|FABRICAÇÃO DE TINTAS, VERNIZES, ESMALTES|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
432|C2710402|FABRICAÇÃO DE TRANSFORMADORES, INDUTORES|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
465|C2831300|FABRICAÇÃO DE TRATORES AGRÍCOLAS, PEÇAS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
471|C2853400|FABRICAÇÃO DE TRATORES, PEÇAS E ACESSÓRI|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
351|C2223400|FABRICAÇÃO DE TUBOS E ACESSÓRIOS DE MATE|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
502|C3042300|FABRICAÇÃO DE TURBINAS, MOTORES E OUTROS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
450|C2813500|FABRICAÇÃO DE VÁLVULAS, REGISTROS E DISP|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
503|C3050400|FABRICAÇÃO DE VEÍCULOS MILITARES DE COMB|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
356|C2311700|FABRICAÇÃO DE VIDRO PLANO E DE SEGURANÇA|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
215|C1099601|FABRICAÇÃO DE VINAGRES|449,5|460,38|504,9448|547,4611|572,6991|596,9815
224|C1112700|FABRICAÇÃO DE VINHO|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
257|C1412603|FACÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROU|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
254|C1411802|FACÇÃO DE ROUPAS ÍNTIMAS|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
260|C1413403|FACÇÃO DE ROUPAS PROFISSIONAIS|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
239|C1313800|FIAÇÃO DE FIBRAS ARTIFICIAIS E SINTÉTICA|786,63|805,67|883,6589|958,0629|1002,2296|1044,7242
1092|M7420004|FILMAGEM DE FESTAS E EVENTOS|337,13|345,29|378,7141|410,6018|429,5305|447,7426
1180|P8599601|FORMAÇÃO DE CONDUTORES|449,5|460,38|504,9448|547,4611|572,6991|596,9815
306|C1922501|FORMULAÇÃO DE COMBUSTÍVEIS|1123,75|1150,95|1262,362|1368,6528|1431,7477|1492,4538
949|I5620104|FORNECIMENTO DE ALIMENTOS PREPARADOS PRE|134,86|138,12|151,49|164,2455|171,8172|179,1022
946|I5620101|FORNECIMENTO DE ALIMENTOS PREPARADOS PRE|224,75|230,19|252,4724|273,7306|286,3495|298,4908
1123|N7830200|FORNECIMENTO E GESTÃO DE RECURSOS HUMANO|449,5|460,38|504,9448|547,4611|572,6991|596,9815
